x,y
0.442396,0.7664418
0.55101186,0.6790759
0.15625909,0.34766957
0.058603197,0.70796865
0.3385777,0.23415339
0.42473215,0.28300664
0.4037892,0.2518636
0.4500808,0.3715889
0.20480311,0.19108233
0.2913146,0.34350568
0.52105373,0.019821065
0.6565073,0.25498816
0.6227555,0.75027263
0.48039493,0.69543344
0.19042356,0.2621883
0.29357815,0.5322289
0.1295267,0.77008885
0.41961515,0.08774343
0.35582864,0.43417314
0.19864073,0.23791993
0.25355622,0.013888106
0.28756163,0.6848175
0.517293,0.011889573
0.120755576,0.7866592
0.49050772,0.83446103
0.36112693,0.59562474
0.50871634,0.94220656
0.13778804,0.49096146
0.07588947,0.40211597
0.37646005,0.86167735
0.3266664,0.13560316
0.28975716,0.42412826
0.23591417,0.5857866
0.22525352,0.6936457
0.51063615,0.33674812
0.041205265,0.44113484
0.46945235,0.7069223
0.016450506,0.56936604
0.6391094,0.308814
0.38888434,0.19046035
0.64929897,0.14525834
0.108345725,0.58768153
0.3651326,0.11627685
0.044455715,0.7308179
0.3043575,0.5978525
0.31366503,0.37047824
0.45566046,0.20465346
0.44251156,0.42082873
0.36489832,0.41989994
0.42580256,0.56094223
0.20536959,0.33207914
0.4243841,0.6483521
0.34611133,0.36370695
0.46769395,0.21230446
0.23362522,0.19782172
0.54236084,0.20941497
0.29788998,0.30793455
0.050453737,0.6530433
0.45033497,0.38376993
0.22107232,0.3539322
0.09540471,0.77839905
0.6505383,0.7923921
0.19048361,0.32888043
0.123998776,0.677004
0.27841732,0.8371202
0.3547377,0.3233584
0.2620991,0.60511285
0.45597973,0.83542675
0.6322587,0.21970096
0.08907503,0.76277477
0.41913167,0.7477216
0.4380746,0.45836627
0.2944588,0.23226732
0.6374425,0.8574022
0.5554418,0.9533736
0.11371314,0.82355255
0.13333483,0.6157724
0.49658865,0.03671891
0.4144407,0.14112441
0.63875586,0.75909066
0.47809657,0.3884428
0.48419547,0.4073328
0.50315976,0.0934541
0.092317164,0.6842879
0.3903989,0.55790573
0.6222339,0.3066241
0.34970886,0.6519495
0.23275225,0.4001029
0.26396865,0.12745644
0.5486108,0.7326257
0.2410159,0.2528839
0.4740849,0.30490625
0.34972155,0.5256423
0.46747342,0.1692221
0.57775986,0.94488186
0.11435588,0.2452123
0.32444176,0.6265133
0.22101603,0.63803583
0.6413494,0.22679959
0.22891507,0.085918024
0.18830444,0.2494001
0.28798237,0.3841755
0.1962128,0.45617038
0.04869563,0.6864715
0.47465247,0.28853506
0.16084836,0.80524415
0.60263103,0.94259846
0.25008202,0.72979075
0.4502925,0.123034246
0.42541286,0.40827143
0.31467828,0.6174303
0.2733595,0.2421585
0.42508128,0.94629294
0.5044169,0.020487918
0.4369277,0.15324922
0.080370635,0.2932252
0.46816432,0.91642004
0.49148315,0.96932226
0.63027614,0.22550346
0.5140294,0.10712074
0.053084977,0.43349868
0.21361959,0.6113976
0.5117309,0.71465206
0.37590054,0.31119996
0.2166048,0.8348478
0.5712461,0.9250714
0.33091033,0.33457422
0.63783866,0.1415019
0.111061715,0.30049425
0.6502905,0.20662028
0.12016166,0.20689847
0.09773002,0.71379787
0.4963024,0.19514272
0.4390927,0.83096325
0.5545569,0.9602416
0.32968807,0.5095058
0.4955452,0.96659845
0.52658623,0.19612715
0.6444247,0.25457874
0.06573284,0.7630893
0.44412738,0.7858965
0.45025426,0.58022356
0.42008927,0.1628852
0.3563219,0.7057045
0.13044453,0.35677847
0.65871215,0.8053982
0.22844721,0.16806786
0.33689246,0.60549045
0.13997719,0.3188946
0.44931668,0.68565637
0.5200604,0.7037218
0.4514481,0.047396153
0.65693545,0.21302277
0.009586595,0.569971
0.26528156,0.8295668
0.1732459,0.81037676
0.27240297,0.41802615
0.11957617,0.69792026
0.14490758,0.46043438
0.43574548,0.5659646
0.1604851,0.32896358
0.08561709,0.23911501
0.5238907,0.044035602
0.36459875,0.51768404
0.44117233,0.31272697
0.32143885,0.60048556
0.2834216,0.16511692
0.52540624,0.037639443
0.378997,0.42576337
0.21371686,0.70745146
0.35195872,0.39598015
0.22179215,0.5459185
0.51321346,0.04959197
0.22529952,0.82631195
0.25110963,0.6483574
0.34254736,0.39456317
0.25609264,0.5027239
0.3488384,0.8763496
0.3574362,0.44526726
0.319293,0.10075176
0.06897948,0.7548361
0.36867338,0.17286529
0.37013206,0.6172607
0.30527458,0.74995655
0.26796785,0.15318365
0.22122502,0.73409647
0.4532752,0.058849458
0.18713619,0.12866735
0.1957661,0.64281636
0.5737477,0.37742466
0.35440442,0.65503186
0.024339342,0.57858163
0.47077203,0.7029856
0.49027976,0.1493907
0.38688442,0.45651233
0.32547346,0.3852125
0.5174047,0.8788942
0.3941881,0.59996706
0.34098172,0.24084656
0.36523652,0.4284242
0.064631164,0.4256546
0.3310572,0.22773547
0.49590513,0.1349959
0.21725485,0.69548917
0.22527389,0.275494
0.50813824,0.030504394
0.51162213,0.8326827
0.25108978,0.028771842
0.3145253,0.6455983
0.037484534,0.5826362
0.050412215,0.72300535
0.3410747,0.098086
0.3323778,0.18159297
0.635086,0.26896885
0.17107023,0.3422188
0.10193803,0.3167823
0.45857376,0.8604421
0.4368596,0.95103276
0.18454196,0.5096581
0.3131335,0.30529514
0.2283497,0.096243896
0.36038023,0.8625649
0.33836478,0.80775785
0.49480572,0.14951128
0.24938293,0.25179493
0.29054838,0.3036774
0.2787137,0.2034793
0.34848353,0.19502708
0.5016923,0.48479575
0.4118646,0.71597594
0.42605066,0.7275677
0.61283815,0.77726877
0.37439913,0.59378314
0.5818487,0.9644363
0.47140715,0.18357396
0.50043434,0.84639704
0.07116501,0.4671571
0.026640546,0.6990768
0.28794312,0.63898075
0.17721453,0.1682592
0.46522716,0.45883855
0.17508753,0.8344395
0.46620348,0.055095185
0.6350047,0.27754873
0.107615985,0.7392147
0.20946933,0.18779103
0.15940121,0.25611383
0.5492969,0.72457975
0.26194698,0.42684814
0.15337315,0.30355638
0.05971665,0.74609476
0.45977938,0.659893
0.21705891,0.1675417
0.26493454,0.35367775
0.33008352,0.3686091
0.4077563,0.2285452
0.20881793,0.48476848
0.33499768,0.35328794
0.6349154,0.8003346
0.4072263,0.5088034
0.13831806,0.6755492
0.37431243,0.92856324
0.22417085,0.077408195
0.47062483,0.5665009
0.36581883,0.12885028
0.049402248,0.4578839
0.6215299,0.24452059
0.3434461,0.26810563
0.39665934,0.2938011
0.39796442,0.53024095
0.16677435,0.8158992
0.4197439,0.37950012
0.2895812,0.34080613
0.4427463,0.30789307
0.16772862,0.79234666
0.40428853,0.45773268
0.6254862,0.13237847
0.507381,0.12976427
0.5493348,0.017329773
0.55872595,0.8363723
0.37956637,0.43524674
0.06897272,0.73154396
0.29703954,0.49033782
0.43363371,0.53364915
0.32599938,0.60507697
0.46684226,0.22085655
0.05123745,0.4564781
0.21144645,0.11904676
0.4525939,0.12032404
0.34062997,0.46667114
0.1985611,0.43083757
0.31829497,0.6205496
0.46942675,0.4018346
0.18922758,0.6851023
0.23485355,0.4118619
0.40807322,0.23780707
0.48123553,0.5506014
0.44019067,0.26656973
0.28702775,0.026348872
0.33223432,0.6338318
0.4490706,0.4732255
0.6233179,0.7580247
0.30762872,0.37398925
0.30899775,0.57934266
0.13364527,0.57239634
0.3651441,0.1442037
0.4016767,0.6235007
0.22259162,0.5865234
0.6307635,0.21762066
0.50400794,0.45336518
0.38021392,0.8000709
0.45589072,0.13819511
0.4907197,0.81558895
0.23731573,0.73081434
0.117854536,0.3124344
0.5397412,0.24401233
0.50604635,0.3717103
0.29767618,0.73543733
0.5046871,0.34842283
0.16322549,0.61060584
0.3567245,0.47791833
0.24423054,0.35323426
0.1892519,0.6607712
0.54073596,0.15109922
0.49187988,0.67135197
0.1853907,0.34951797
0.5218728,0.63279736
0.51576585,0.40440893
0.31795594,0.65307903
0.20576224,0.49099702
0.24664624,0.5209587
0.51685613,0.81152606
0.19158527,0.62599826
0.27681676,0.1433007
0.36088523,0.10410785
0.47146505,0.8271017
0.27078682,0.113194264
0.40414277,0.21773751
0.386196,0.264003
0.3000163,0.14458574
0.21831746,0.14898734
0.31045002,0.58986443
0.3333839,0.60471004
0.36779344,0.4908076
0.17769846,0.82970315
0.5155886,0.79128677
0.6266617,0.26752377
0.51046723,0.33222926
0.5344118,0.79240334
0.30868706,0.36530402
0.53687847,0.6659766
0.04409057,0.56544185
0.20190476,0.7090206
0.23025395,0.42746174
0.03330277,0.58157116
0.39916545,0.47200194
0.28155923,0.61505246
0.24263945,0.47792438
0.29659113,0.09825819
0.25695089,0.82623464
0.41186768,0.26583353
0.19230494,0.695797
0.28821152,0.65343887
0.5287186,0.8621712
0.6358044,0.14395493
0.38506606,0.25096247
0.38719818,0.3032806
0.52044404,0.8094337
0.4189242,0.8831706
0.38746655,0.61114
0.0544484,0.41924024
0.12791155,0.27264023
0.40154922,0.7776874
0.6505856,0.26184288
0.49572515,0.007931366
0.02372218,0.5987059
0.3779974,0.16577794
0.53896534,0.74195147
0.35354227,0.31425944
0.32098123,0.1524907
0.16117796,0.32732671
0.31072405,0.39019135
0.28414977,0.21940579
0.63612956,0.26584044
0.47018868,0.6926476
0.567272,0.79307103
0.46686882,0.6840673
0.44879994,0.5186784
0.18409637,0.43322405
0.47081918,0.43891522
0.62915397,0.18587728
0.2913057,0.627826
0.47290272,0.8008538
0.4970626,0.09213291
0.5895316,0.22719215
0.34327406,0.39233112
0.3615909,0.71926343
0.036712058,0.44138518
0.2867386,0.21428479
0.3635683,0.8663192
0.17492083,0.33520868
0.3179302,0.48226264
0.3264702,0.55744064
0.37001586,0.4532722
0.4690065,0.7051745
0.6362168,0.13082978
0.36513725,0.27248353
0.55471647,0.1834212
0.3483614,0.7259557
0.154847,0.30378884
0.14775582,0.6364045
0.2712075,0.27166027
0.6371471,0.27022472
0.37563467,0.2930299
0.43099812,0.8053418
0.18360883,0.35119006
0.027311299,0.7031732
0.22356711,0.68541646
0.18324044,0.16530949
0.4167029,0.6477607
0.35817006,0.25483453
0.55580926,0.19298208
0.23573887,0.13287151
0.4887932,0.96911
0.28481647,0.1677719
0.5858736,0.8067367
0.43669155,0.32661936
0.45710203,0.700196
0.33697847,0.235363
0.3801846,0.12535849
0.3906986,0.06409141
0.4135972,0.81505096
0.17004207,0.179898
0.36171228,0.60028136
0.23106149,0.18644041
0.23009655,0.08620389
0.14766783,0.63595563
0.14243922,0.62739646
0.15143982,0.34305805
0.66912794,0.5746355
0.36359307,0.7245486
0.21280597,0.22234806
0.5220686,0.37883955
0.43481877,0.64579177
0.20401388,0.30223703
0.22361714,0.27528742
0.26930746,0.14301811
0.10855775,0.727734
0.37747672,0.077929325
0.53503776,0.60429895
0.19945943,0.8206036
0.11716389,0.36583856
0.4032233,0.84539825
0.22050083,0.74377054
0.6346123,0.74492294
0.43709064,0.8219785
0.64438456,0.24769466
0.40087354,0.27203226
0.6306836,0.25181326
0.52445054,0.6846032
0.24755457,0.28235734
0.24747328,0.27926847
0.5725848,0.8847063
0.42979038,0.29389468
0.5881805,0.25043795
0.20625578,0.7064851
0.2836303,0.5817397
0.4629662,0.34275025
0.1910027,0.78898376
0.15673722,0.8332237
0.4986324,0.0880943
0.29367828,0.50810176
0.22762242,0.18171664
0.38228408,0.19340527
0.22094056,0.70522755
0.64920557,0.14327478
0.29509154,0.032515816
0.37054008,0.14639479
0.21365699,0.8601382
0.20588224,0.6550468
0.13919131,0.37454942
0.2704602,0.43081388
0.46857825,0.36285838
0.24975431,0.007679399
0.50466263,0.97414726
0.4975031,0.124820575
0.37008178,0.4846453
0.309552,0.11099639
0.30709535,0.5333041
0.13394073,0.768979
0.117375076,0.2048789
0.33136672,0.23636135
0.47684112,0.33032694
0.06703481,0.68326116
0.132494,0.3030804
0.21070397,0.7350412
0.6027695,0.8530419
0.5237226,0.63166904
0.29366702,0.17452122
0.181665,0.804778
0.09244461,0.4598024
0.53648823,0.6506659
0.21146227,0.12818612
0.6415587,0.23751889
0.20697446,0.66942596
0.14804418,0.57859915
0.33082455,0.4081797
0.12029939,0.4277562
0.5578442,0.7113953
0.55742854,0.04812184
0.17083517,0.24760422
0.570031,0.6875951
0.426418,0.09496075
0.47725937,0.2426811
0.10550079,0.76481473
0.23014669,0.73125094
0.23395847,0.08227489
0.22039358,0.55484277
0.08284234,0.23156632
0.03242464,0.5819815
0.6556594,0.2603861
0.62042665,0.21043254
0.33668745,0.8076586
0.23625916,0.7272619
0.13504249,0.6159822
0.2652198,0.39497983
0.18182789,0.13197887
0.12905858,0.1594026
0.14292535,0.36033344
0.3834596,0.23219845
0.1358734,0.6733441
0.22669055,0.6835861
0.3363548,0.61243606
0.28656384,0.12112866
0.4395093,0.51001126
0.31110957,0.12997544
0.30612177,0.19601092
0.29080212,0.6487354
0.053812556,0.5705843
0.4984838,0.03709197
0.54338515,0.9489345
0.4410266,0.47587222
0.22548242,0.8379187
0.28371638,0.2279731
0.61888057,0.72401977
0.0826313,0.4496343
0.4667976,0.70987433
0.56709236,0.047320373
0.38538355,0.92273164
0.30145335,0.528469
0.33274817,0.57136786
0.69986105,0.2923785
0.4226302,0.4207437
0.18524718,0.6747883
0.20997362,0.7129895
0.14549413,0.22159173
0.50573236,0.058255356
0.58062106,0.94843066
0.41043591,0.32952192
0.3991312,0.3164676
0.5342599,0.7116162
0.10829938,0.6674154
0.17970371,0.57814807
0.48897356,0.46779746
0.39008805,0.4492076
0.12944937,0.35285124
0.34350976,0.20350882
0.40620115,0.46871617
0.4555261,0.81346875
0.39430436,0.16130377
0.1933604,0.1478455
0.60314846,0.9001927
0.4700065,0.5623261
0.10323934,0.7476848
0.27571383,0.6195039
0.3372511,0.4493869
0.23342423,0.09133987
0.39176613,0.43363282
0.4720416,0.5643823
0.5412071,0.24130675
0.1921633,0.26122895
0.6373548,0.82440186
0.21407148,0.48823285
0.16765378,0.63392615
0.28699332,0.38358188
0.4266183,0.5728552
0.5587653,0.18952222
0.41921526,0.572799
0.055087272,0.5951981
0.5226105,0.6344567
0.46860996,0.18808292
0.45422602,0.42043296
0.42107677,0.82988596
0.41328588,0.2695314
0.45965466,0.4069312
0.4692901,0.24209544
0.21689205,0.3383191
0.3273729,0.57331747
0.15409543,0.81059355
0.11214964,0.29529297
0.22213027,0.3534727
0.15500161,0.57208246
0.070115134,0.75336325
0.6398196,0.760422
0.22335264,0.40865266
0.3646638,0.8681907
0.48647732,0.2457126
0.3890004,0.19308873
0.2557746,0.6811449
0.51930267,0.39949524
0.24201159,0.4273264
0.19775812,0.6993022
0.34294453,0.82059366
0.34968513,0.116434686
0.52991503,0.27145544
0.63565534,0.83977526
0.37063602,0.05809175
0.04930419,0.591994
0.45457256,0.2986229
0.21952505,0.42438418
0.1645976,0.60397595
0.6687461,0.80205214
0.24784811,0.7062383
0.61617064,0.7249258
0.53075016,0.39974496
0.43640092,0.21517889
0.44931552,0.4706998
0.26631722,0.5837232
0.47982806,0.65247256
0.45353445,0.8724624
0.48411772,0.14447975
0.55988556,0.29816502
0.58750284,0.2362201
0.47885025,0.10481824
0.5009858,0.83034265
0.21575385,0.5488093
0.3151398,0.29532167
0.42399052,0.25418356
0.4042772,0.40476495
0.20433763,0.70606875
0.55176026,0.21068439
0.52996105,0.785698
0.5516759,0.05254824
0.23593114,0.7179833
0.4440119,0.13978776
0.14752029,0.16983205
0.49442446,0.13537033
0.5297261,0.8721457
0.44951442,0.32104543
0.14213552,0.26762173
0.21492682,0.26600614
0.10464764,0.53956115
0.29556546,0.3002108
0.123701,0.732244
0.116556026,0.24564874
0.61596674,0.7670342
0.108579785,0.2571634
0.013734808,0.6035081
0.20609379,0.57343286
0.2009808,0.66606766
0.41829106,0.53068846
0.61892503,0.7251063
0.18202549,0.17092521
0.1580302,0.22688973
0.4499599,0.7432664
0.55539393,0.7970493
0.25934595,0.055076208
0.046210356,0.6213402
0.48104274,0.119310275
0.3685545,0.14648606
0.17156915,0.31172317
0.5484458,0.9641971
0.36129892,0.5600773
0.4444803,0.40237427
0.5236938,0.80987084
0.32056296,0.63480204
0.09104375,0.24937324
0.42029828,0.47207063
0.017196072,0.6959376
0.46052924,0.88638866
0.44322333,0.511732
0.4593839,0.36212423
0.48316246,0.78527415
0.5211298,0.8534969
0.30918857,0.39681545
0.04593524,0.7446535
0.15956877,0.5308795
0.07309313,0.34354892
0.43421242,0.94447386
0.5649031,0.033653457
0.24028397,0.19339104
0.46378,0.71029013
0.20541568,0.70418674
0.5153255,0.32503828
0.30729222,0.11546568
0.22259313,0.68867195
0.30447242,0.7996795
0.5011167,0.03520274
0.44430944,0.9707644
0.32769504,0.15080266
0.43142685,0.48400882
0.35386208,0.5911574
0.029167693,0.5535003
0.07626074,0.4278165
0.35115892,0.6644065
0.37081453,0.474009
0.20709386,0.28824732
0.6427823,0.76942945
0.4743897,0.83524674
0.13578387,0.24521668
0.36763498,0.60580474
0.37055102,0.627658
0.13256183,0.27801415
0.46683344,0.524133
0.33471182,0.33714658
0.47407806,0.6169956
0.5247403,0.849985
0.45160007,0.95976436
0.32713956,0.6699446
0.36880264,0.42973244
0.250219,0.49080193
0.39837292,0.68115383
0.37335917,0.18068929
0.51096374,0.3864074
0.5874053,0.22683525
0.49589977,0.86486274
0.52079064,0.15388782
0.15143988,0.7568397
0.314843,0.34162617
0.46185324,0.88375175
0.47077844,0.21504775
0.06486164,0.4115221
0.28779903,0.031622745
0.29803753,0.6675977
0.32368973,0.37261692
0.06892236,0.71275693
0.100775205,0.30787063
0.111459605,0.26949453
0.32266507,0.44386825
0.33961388,0.44820935
0.26954994,0.13024262
0.18950215,0.6965277
0.38710478,0.63549304
0.47670987,0.20413616
0.397734,0.6065016
0.44958493,0.7956357
0.12429821,0.32590196
0.59733856,0.9546317
0.11077938,0.2665487
0.5248355,0.68302596
0.6048941,0.7564293
0.036280155,0.60215026
0.2950077,0.5602909
0.26111746,0.086337216
0.26200992,0.56795603
0.25757566,0.21450368
0.29948315,0.20866479
0.13743664,0.617394
0.091327526,0.24525191
0.28673062,0.6631063
0.3715024,0.110228725
0.18906373,0.7024058
0.37027946,0.58475846
0.25394562,0.048584137
0.1060438,0.19927672
0.24998914,0.39844504
0.4195728,0.3681934
0.1277289,0.2064414
0.26304686,0.45087194
0.38764048,0.4976791
0.40612113,0.7841717
0.41536605,0.41018668
0.33169988,0.86388034
0.3550273,0.58409303
0.28330526,0.5959804
0.11357789,0.23081708
0.34867796,0.80759764
0.44360915,0.18859607
0.01608152,0.6142668
0.10418354,0.46808437
0.49789193,0.9807545
0.21535547,0.6545189
0.548584,0.030416941
0.41458935,0.70397574
0.45970547,0.29304975
0.19491322,0.47344804
0.4703599,0.29737273
0.24048892,0.4052453
0.28307986,0.3921844
0.49807274,0.039193593
0.30807817,0.39915064
0.516005,0.14597467
0.28157663,0.40909615
0.47060344,0.5959699
0.22445647,0.6086225
0.44390675,0.31644577
0.49039197,0.15053989
0.09371056,0.2584764
0.35096052,0.070530355
0.2550207,0.36349693
0.086414166,0.24211939
0.3479508,0.26279664
0.23604575,0.24867941
0.22920407,0.72660273
0.1267123,0.30698714
0.029154496,0.68389
0.55746967,0.3367232
0.17836913,0.24398665
0.5350439,0.82511485
0.3703714,0.7529252
0.09089669,0.25213405
0.2898397,0.245087
0.17648461,0.6093278
0.3373117,0.6430497
0.4463067,0.82327026
0.28315315,0.06876718
0.2956656,0.56033474
0.4468573,0.43668437
0.6309041,0.13264455
0.44790295,0.94646835
0.22418748,0.20531051
0.54183173,0.04620152
0.09274457,0.6238783
0.07181061,0.4453916
0.02772556,0.6069904
0.16038926,0.402558
0.088231035,0.680481
0.42788583,0.43869954
0.653934,0.21084541
0.6353425,0.67702836
0.5334368,0.04992711
